source;entry_type;document_type;title;authors;year;doi;url;abstract;keywords;journal;booktitle;publisher;pages
ieee;;IEEE Conferences;A Study on the Paradigm Shift in the Validation of Automated Vehicles;"T. Düser; D. Fischer; J. Freyer";2023;10.1109/IAVVC57316.2023.10328076;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10328076;Due to the increasing level of automation in vehicles, the complexity of the interaction between the vehicle and its surrounding systems is increasing towards a system of systems (SoS). At the same time, the amount of software in the vehicle is expanding, which entails development paradigms for software development. Current validation strategies are no longer suitable for efficient and effective approval of these vehicles. Hence, this paper identifies important challenges in the context of validation and proposes initial solutions.;"validation;cyber-physical systems;credibility;autonomous driving;CI/CD";;2023 IEEE International Automated Vehicle Validation Conference (IAVVC);IEEE;
ieee;;IEEE Conferences;RobotKube: Orchestrating Large-Scale Cooperative Multi-Robot Systems with Kubernetes and ROS;"B. Lampe; L. Reiher; L. Zanger; T. Woopen; R. van Kempen; L. Eckstein";2023;10.1109/ITSC57777.2023.10422370;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10422370;Modern cyber-physical systems (CPS) such as Cooperative Intelligent Transport Systems (C-ITS) are increasingly defined by the software which operates these systems. In practice, microservice architectures can be employed, which may consist of containerized microservices running in a cluster comprised of robots and supporting infrastructure. These microservices need to be orchestrated dynamically according to ever changing requirements posed at the system. Additionally, these systems are embedded in DevOps processes aiming at continually updating and upgrading both the capabilities of CPS components and of the system as a whole. In this paper, we present RobotKube, an approach to orchestrating containerized microservices for large-scale cooperative multi-robot CPS based on Kubernetes. We describe how to automate the orchestration of software across a CPS, and include the possibility to monitor and selectively store relevant accruing data. In this context, we present two main components of such a system: an event detector capable of, e.g., requesting the deployment of additional applications, and an application manager capable of automatically configuring the required changes in the Kubernetes cluster. By combining the widely adopted Kubernetes platform with the Robot Operating System (ROS), we enable the use of standard tools and practices for developing, deploying, scaling, and monitoring microservices in C-ITS. We demonstrate and evaluate RobotKube in an exemplary and reproducible use case that we make publicly available at github.com/ika-rwth-aachen/robotkube.;;;2023 IEEE 26th International Conference on Intelligent Transportation Systems (ITSC);IEEE;
ieee;;IEEE Conferences;Enhancing Intrusion Prevention with Explainable Convolutional Neural Networks: Recent Developments and Promising Applications;"A. Chitnis; P. Chandre; S. Pathan";2023;10.1109/ICCES57224.2023.10192764;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10192764;The proliferation of cyberattacks in recent years has led to an increased demand for effective intrusion prevention systems (IPS). Convolutional Neural Networks (CNNs) have shown promise in improving the accuracy of IPS, but their lack of interpretability hinders their wider adoption. Explainable AI (XAI) techniques have emerged to address this issue, allowing users to understand the reasoning behind a model's predictions. This survey paper provides an overview of recent developments in enhancing IPS with XAI techniques in CNNs. This study reviews state-of-the-art research on integrating interpretability into CNN models, including methods such as attention mechanisms, saliency maps, and LIME. Also, this study discusses about the promising applications of CNN-based IPS with XAI, including network traffic analysis, malware detection, and anomaly detection. Finally, we highlight some of the challenges and opportunities for future research in this area, including the need for standardized evaluation metrics and the potential for combining XAI techniques with other AI methods such as reinforcement learning. Overall, this survey paper aims to provide a comprehensive understanding of the recent advances in using CNNs with XAI for enhancing IPS, and to identify promising directions for future research in this field.;"convolutional neural networks;intrusion prevention systems;XAI";;2023 8th International Conference on Communication and Electronics Systems (ICCES);IEEE;
ieee;;IEEE Conferences;Professional and 21st Century Skills for Data Driven Digital Economy;"Y. Demchenko; V. Degeler; A. Oprescu; S. Brewer";2023;10.1109/EDUCON54358.2023.10125263;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10125263;Emerging data driven digital economy and Industry 4.0 transforms all sectors including industry, research and business. It requires new types of the general workforce and specialists that can effectively use digital and data technologies, variety of tools and global infrastructure services, and are capable for personal skills management and self-study. The paper provides an overview of the existing frameworks for competences, skills and qualifications that sets up a baseline for further research and definition of the skills for emerging data driven digital economy. The paper analyses the general profile of the modern agile data driven companies, their culture and required competences. The paper shares the experience of introducing professional and 21st Century skills in the bachelor and master courses. The project based learning model is proven to be effective in this cases combining the student initiative and self-organisation given the well defined course objectives and reporting requirements.;"21st Century Skills;Professional Skills: Agile Data Driven Enterprise;Technology Education;Software Engineering;Digital and Data Skills;DevOps;Design Thinking;Data Centric Thinking";;2023 IEEE Global Engineering Education Conference (EDUCON);IEEE;
ieee;;IEEE Conferences;Bolstering the Mobile Cloud: Addressing Emerging Threats and Strengthening Multi-Layered Defenses for Robust Mobile Security;S. V. Ilapakurthy;2023;10.1109/IOTSMS59855.2023.10325824;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10325824;The proliferation of mobile devices as the primary computing platform for billions of users worldwide introduces escalating security threats, especially as mobile interactions with sensitive data and cloud services increase. This paper provides an analysis of emerging mobile security issues including malware stealing credentials and data from mobile cloud services, lower-level operating system and hardware vulnerabilities enabling exploits on mobile cloud confidentiality and integrity, weaknesses in mobile apps enabling attacks, and rising user privacy risks from excessive tracking. Current security limitations are also reviewed, including signature-based malware detection, coarse-grained access control, and fragmented visibility across the mobile ecosystem. An integrated cross-layer security strategy is proposed combining formal verification of critical mobile components, pervasive hardware-anchored security, intelligence-driven malware adaptation, robust devsecops processes, and coordinated defense visibility. As mobile continues dominating personal and enterprise computing, constructing resilient security foundations through research and awareness of mobile security issues and countermeasures is imperative for realizing the potential of mobile cloud computing.;"Mobile security;Mobile malware;Mobile vulnerabilities;Mobile exploits;Mobile cloud computing;Mobile hardware security;Advanced mobile defenses;Integrated security strategies";;2023 10th International Conference on Internet of Things: Systems, Management and Security (IOTSMS);IEEE;
ieee;;IEEE Conferences;Utilization of Kubeflow for Deploying Machine Learning Models Across Several Cloud Providers;"K. S. Gill; V. Anand; R. Chauhan; R. Rawat; P. -A. Hsiung";2023;10.1109/SMARTGENCON60755.2023.10442069;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10442069;Kubeflow is a global machine learning platform that is open-source in nature. Its primary objective is to streamline the process of deploying, managing, and scaling machine learning (ML) and deep learning (DL) workflows. This platform is specifically built to operate on Kubernetes, which is a widely used container orchestration platform. Kubeflow offers a comprehensive platform for managing machine learning operations (MLOps), facilitating efficient collaboration across data scientists, ML engineers, and DevOps teams at every stage of the machine learning lifecycle. The use of Kubernetes' containerization capabilities facilitates the establishment of a portable and scalable environment specifically designed for innovative machine learning applications. The objective of this study is to investigate the procedure of installing Machine Learning models on Kubernetes by using Kubeflow, an open-source technology recognised as an end-to-end ML Stack orchestration toolkit. In this study, development of comprehensive Machine Learning models is done using Kubeflow in the form of pipelines. Then many aspects of the tool are analysed, including the simplicity of its setup, the deployment of models, their performance, restrictions, and features. This project aims to serve as a seminar or introduction report, providing assistance to vanilla cloud/Kubernetes users who possess no prior knowledge of Kubeflow. The objective is to guide them in using Kubeflow for the deployment of machine learning models. This research provides comprehensive information and analytics on the performance of Kubeflow, including many aspects such as the setup on multiple cloud platforms and the deployment of our trained model for serving over the internet.;"Data Science;Kubeflow;Kserve;Kubernetes;Docker;Machine Learning;Deep Learning;Artificial Intelligence";;2023 3rd International Conference on Smart Generation Computing, Communication and Networking (SMART GENCON);IEEE;
ieee;;IEEE Conferences;Exploring Solutions for Container Image Security;"F. Campo; H. Wang; J. Coffman";2023;10.1109/UEMCON59035.2023.10316032;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10316032;Guided by NIST’s Application Container Security Guide, we explore workflows to address container image vulnerabilities that have known fixes. The approach stems from the idea that a DevOps team should always build container images that meet a specified security standard.We outline a blueprint that leverages a vulnerability scanner to establish a baseline of security issues and reduces that list via an automated patching process. We target popular images in common use: scanning each image identifies potential vulnerabilities and misconfigurations, and we compare the results of our automated pipeline against both the original image and a manually patched one. Through our work, we identified technical barriers to patching fixable vulnerabilities in off-the-shelf (OTS) images, a lack of accountability for badges used by popular container registries, and that responsibility for container security falls heavily on the shoulders of users.;"containers;images;container registry;vulnerability analysis;Docker;Trivy";;2023 IEEE 14th Annual Ubiquitous Computing, Electronics & Mobile Communication Conference (UEMCON);IEEE;
ieee;;IEEE Conferences;Evaluating the Performance of Containerized Webservers against web servers on Virtual Machines using Bombardment and Siege;"D. Ukene; H. Wimmer; J. Kim";2023;10.1109/SERA57763.2023.10197818;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10197818;Containerization is becoming an increasingly common aspect of DevOps. Adding a container layer increases the complexity and could impact system performance. This study explores the performance differences of the Apache and Nginx web servers on Virtual Machines (VMs) and Docker Containers with official web server images from Docker Hub. A sandbox environment was created with both containerized and non-containerized versions of the web servers, and their performance was analyzed using line graphs. The results showed differences in performance between VMs and Docker Containers, with some variation from previous research due to the virtualization being done locally rather than on the cloud. This study would be advantageous for organizations with on-premises infrastructure due to security or governing regulations.;"Siege;Docker Container;Performance evaluation";;2023 IEEE/ACIS 21st International Conference on Software Engineering Research, Management and Applications (SERA);IEEE;
ieee;;IEEE Conferences;Continuous Safety Assessment of Updated Supervised Learning Models in Shadow Mode;"H. Guissouma; M. Zink; E. Sax";2023;10.1109/ICSA-C57050.2023.00069;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10092729;Over-The-Air (OTA) updates play an essential role in the lifecycle management of modern Cyber Physical Systems (CPSs). They are deployed in short time periods to fix bugs and introduce new features. However, an important part of these updates affects safety-critical functions, and thus, requires thorough verification and validation. Particular care must be taken when using machine learning algorithms, for which it is more difficult to test all conceivable corner cases during the development process. To prevent potential unforeseen misbehavior after deployment, we introduce a method for runtime evaluation of updates in shadow mode using contract specifications. The method focuses on supervised learning models and is embedded in a workflow for iterative training. This enables carrying out reliable field testing and obtaining a realistic evaluation of the planned updates before release. Finally, we evaluate our approach on a prototype Electronic Control Unit (ECU) implementing an automotive Lane Keep Assist (LKA) system.;"DevOps;safety monitoring;OTA updates;contract-based design;supervised learning";;2023 IEEE 20th International Conference on Software Architecture Companion (ICSA-C);IEEE;
ieee;;IEEE Conferences;Ecosystem-Centric Approach to Intelligent Product Development: Paving the Way for Scalable and Adaptive Solutions;"A. Stanciu; L. C. Miclea";2023;10.1109/ICSTCC59206.2023.10308437;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10308437;This paper explores the evolution from traditional to modern methodologies for the development of intelligent products. The traditional linear and sequential approach, often characterized by limited toolsets and hardware-centric programming, fails to address the complexities and dynamic requirements of today's digital ecosystems. To bridge this gap, we propose an ecosystem-centric approach to intelligent product development that emphasizes scalability, flexibility, and integration of advanced technologies. Our approach fosters the use of artificial intelligence, machine learning, and advanced data analytics techniques, providing a model for creating scalable and adaptive solutions. We also delve into the necessity of DevSecOps methodology, incorporating cloud-based solutions such as Integration PaaS services, and embracing IoT technologies. This paper contributes by highlighting the benefits of this approach, including improved functionality, reduced development lifecycle, enhanced supply strategy, and cost savings.;"intelligent products;integration;IoT;modern development;artificial intelligence;machine learning";;2023 27th International Conference on System Theory, Control and Computing (ICSTCC);IEEE;
ieee;;IEEE Conferences;Improving Voyage Efficiency in the Shipping 4.0 Decarbonization Era;"T. J. Varelas; D. Kaklis; I. Varlamis; A. Flori";2023;10.1109/SOSE58276.2023.00030;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10254767;The objective of this work is to pave the way toward a carbon-neutral and efficient operational blueprint for the waterborne sector, through the lens of the Industry 4.0 era. In this direction, we demonstrate a cutting-edge integrated ecosystem (ARTeMIS) for operational efficiency and environmental compliance and focus on the respective building block comprising the envisaged platform. ARTeMIS incorporates an IoT suite responsible for data acquisition, as well as a multi-purpose processing pipeline for CI/CD (continuous integration/deployment) of simulation models concerning operational optimization. In the context of this work, the proposed framework was adapted accordingly to capture, analyze and continuously predict the Fuel Oil Consumption (FOC), Effective HorsePower (EHP), Speed, and pollutant concentrations, of the vessel. Utilizing this streamlined procedure we are able to assess the scrubbing efficiency, as well as the environmental footprint of the vessel (CII - Carbon Intensity Indicator) in order to further optimize the vessel operation. Furthermore, the paper argues on how generic models like STEAM (Ship Traffic Emissions Assessment Method) should be transformed radically with the utilization of shipping 4.0 driven frameworks like the one proposed in the context of this work. Finally, the unleashed highly accurate prediction potential of the proposed system concerning operational efficiency, anomaly detection, and environmental compliance is demonstrated. The onboard proof of concept and the assimilated results so far, are also depicted to illustrate the feasibility and potential of the proposed approach.;"IoT;multivariate-regression;ANN;MADM;digitalization;decarbonization";;2023 IEEE International Conference on Service-Oriented System Engineering (SOSE);IEEE;
ieee;;IEEE Conferences;Orchestration of Containerized Applications in the Cloud Continuum;"G. Di Modica; A. Galletta; L. Carnevale; A. Alkhansa; A. Costantini; D. Cesini; P. Bellavista; M. Villari";2023;10.1109/PerComWorkshops56833.2023.10150375;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10150375;Cloud Service orchestration is a hot topic addressed by both the academia and the business world. The increasing diversification of the Cloud offer, coupled with the strong need of flexible and scalable applications demanded by customers, is calling up for efficient and agile mechanisms that streamline the devops practices. The novel opportunity of running software applications or just application portions on resources located on the Edge of the network poses an additional challenge to the already tough problem of flexibly and seamlessly provisioning services. Orchestrators must deal with a continuum of heterogeneous computing resources, contributed by both the Edge and the Cloud, that promises several benefits yet at a higher management cost. In this paper, we introduce a continuum-enabled orchestrator and discuss an application provisioning paradigm that helps the users to easily configure and deploy composite applications. Finally, we showcase the potential of the orchestrator in a simple yet practical smart-city scenario.;"Service orchestration;Computing Continuum;Cloud;Edge;IoT;Machine Learning;OCR";;2023 IEEE International Conference on Pervasive Computing and Communications Workshops and other Affiliated Events (PerCom Workshops);IEEE;
ieee;;IEEE Conferences;Challenges and Opportunities of DevOps for IoT Systems:DevOps-For-IoT;"W. Khalaifat; F. Abdulaziz";2024;10.1109/3ict64318.2024.10824302;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10824302;DevOps has become a highly important trend in the global software industry due to its ability to improve productivity, quality, and customer satisfaction in the software development process. It is a collection of methods that integrate software development and operations, allowing for a continuous life cycle of software products. While DevOps has achieved success in traditional software systems, the adoption of DevOps remains relatively limited in the domain of Internet of Things (IoT), which integrates physical components, software, and communication systems. Managing and integrating the diverse elements of IoT including IoT applications, hardware platforms, operating systems, protocols, and security requirements, hinders the implementation of DevOps in IoT. This study investigates the use of the DevOps approach within the domain of the IoT. It explores and analyzes the obstacles associated with adopting DevOps in the IoT field. Also, it introduces DevOps-For-IoT, which is a modified DevOps approach for the IoT.;"Internet of Things;DevOps;Development;Operation;Automation;Software";;2024 International Conference on Innovation and Intelligence for Informatics, Computing, and Technologies (3ICT);IEEE;
ieee;;IEEE Journals;Ensuring the Integrity, Confidentiality, and Availability of IoT Data in Industry 5.0: A Systematic Mapping Study;"K. Boisrond; P. M. Tardif; F. Jaafar";2024;10.1109/ACCESS.2024.3434618;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10613759;The significant success of the Internet of Things in facilitating connections among consumer devices has led to an evident inclination towards connecting devices within industrial environments, commonly known as the Industrial Internet of Things (IIoT). Meanwhile, the integration of DevOps and DevSecOps into Industry 5.0 is generating much interest in both industry and academia, and its adoption in practice is raising a lot of challenges. This study aims to organize the knowledge about the challenges encountered by the Industry and practitioners when adopting DevOps and DevSecOps in the Industry 5.0 environment, as well as suggested practices documented in the literature. We also identify the security challenges related to data integrity, confidentiality, and availability of Industrial IoT data. We conducted a Systematic Mapping Review of more than a thousand papers and focused on 57 peer-reviewed studies published between January 2019 and March 2024. We have identified challenges and benefits associated with adopting DevOps and DevSecOps in Industry 5.0. We have also identified specific security solutions, particularly in the Industrial Internet of Things (IIoT), as well as the correlation between these findings. The study results were classified into organizational, technical, and regulatory. The findings show that the most frequently reported challenges and solutions were related to technical. Although organizational factors were considered critical for successfully adopting DevOps and DevSecOps in Industry 5.0, they required more investigation. Our study offers a comprehensive analysis of the research to secure the industrial Internet of Things, discusses their applicability, and analyzes their security benefits by integrating DevOps and DevSecOps in Industry 5.0.;"DevOps;secure DevOps;DevSecOps;industry 5.0;Industrial Internet of Things (IIoT);Internet of Things (IoT);continuous integration;continuous deployment;continuous delivery;integrity;confidentiality;availability;artificial intelligence;cyber security";;IEEE Access;IEEE;
ieee;;IEEE Conferences;Agile AI and Firmware Management in IoT: DevOps for Low-Power Microcontroller-Based Platforms;"M. AlSelek; J. M. Alcaraz-Calero; Q. Wang";2024;10.23919/SpliTech61897.2024.10612585;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10612585;In this paper, we introduce a Development and Operations (DevOps)-based IoT system tailored for the dynamic management of firmware and AI models across distributed IoT environments. The system offers scalability, resource efficiency, and cost-effectiveness for updating the AI model and firmware on the IoT devices without a need for human intervention. To accomplish this, we have developed a continuous integration and continuous deployment (CI/CD) pipelines that operate across multiple platforms, leveraging the capabilities of Kubernetes and GitLab-Runner. Moreover, the system is specifically designed for Microcontroller-based low-power devices capable of running tiny AI models. The new deployment is sent to the IoT devices despite their location to start interacting with the surrounding environment and perform predictions regarding its application. Through empirical experiments, we demonstrate the system effectiveness with promising results in terms of scalability, resource utilization, and deployment efficiency.;"IoT;AI;DevOps;Kubernetes;GitLab;Microservices;Microcontroller;Micropython";;2024 9th International Conference on Smart and Sustainable Technologies (SpliTech);IEEE;
ieee;;IEEE Conferences;Life Cycle Automation of IoT Services over Multiple Edge Clouds;"M. Vitumbiko; Y. Kim";2024;10.1109/ICOIN59985.2024.10572158;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10572158;In the rapidly evolving landscape of edge computing for IoT service provisioning, the challenges of managing and deploying applications across a diverse array of edge devices in multi-edge setups are evident. Edge devices, often situated on users’ premises, exhibit heterogeneity in hardware and software requirements. Furthermore, manual cluster setup and software packaging for each edge site become impractical when trying to cater to the specific needs of each edge device. Developers are often required to set up an edge cluster, continuously create software packages tailored to individual edge devices and end-user requirements, all while managing multiple application versions and redeploying them across a fleet of edge devices. To address these challenges, this paper proposes an innovative solution that simplifies IoT microservice deployment across multiple edge sites, accommodating the intricacies of device diversity and different end user requirements.;"IoT;Multi-edge;Kubernetes;CI/CD";;2024 International Conference on Information Networking (ICOIN);IEEE;
ieee;;IEEE Conferences;Model-Based Systems Engineering for the Agile Life-Cycle Management of IIoT Based on DevOps;"A. Amiri; G. Steindl; W. Kastner";2024;10.1109/ETFA61755.2024.10711004;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10711004;The domain of Industrial Internet of Things (IIoT) contains a vast variety of standards, protocols, tool suites, coding languages, etc. The Reference Architecture Model Industry (RAMI) 4.0 provides an abstraction of the different views involved in designing IIoT systems. However, the life-cycle model of the reference architecture suggests a progression from the development into production. This progression does not conform well with the best practices of software engineering, e.g., DevOps, where runtime data is given back to the design-time. In this paper, we suggest an agile life-cycle management of the IIoT systems, and propose an approach of Model-Based Systems Engineering (MBSE) based on the System Modeling Language (SysML) 2.0. We define metadata in the domain of event-driven IIoT systems. Architects can create tagged model instances, which are automatically validated against system requirements. The validated models are passed to an artifact generator to create code, test cases, or documentation. Our approach assists in the development and commissioning of system assets. We feed the runtime data to design-time to improve the quality of service.;"Industrial IoT;MBSE;DevOps Life Cycle";;2024 IEEE 29th International Conference on Emerging Technologies and Factory Automation (ETFA);IEEE;
ieee;;IEEE Conferences;Analysis of Revolutionizing IoT Solutions through Cloud Computing Integration;"S. I. Abbas; R. Walia";2024;10.1109/ICSADL61749.2024.00012;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10601416;This research work investigates the significant potential for increasing productivity and promoting innovation in a range of sectors presented by the combination of DevOps, Cloud Computing, and Internet of Things IoT. The transformational influence of this convergence is presented quantitatively in this research. Our findings highlighted the efficiency improvements of the integrated strategy in the field of IoT deployment, showing a noteworthy 71.67% decrease in deployment time when compared to traditional techniques. Furthermore, the integration demonstrated its potential for cost reductions by enabling a 37.5% decrease in expenses through dynamic resource scaling. This connection enabled real-time data analysis, which led to an astounding 91.67% decrease in reaction time when compared to conventional data analysis techniques. This demonstrates how it may provide real-time insights that are essential for Internet of Things applications. This study offers strong quantitative proof that the confluence of IoT, cloud computing, and DevOps is a route to increased productivity and creativity that has the ability to transform sectors and propel advancement in the digital age.;"AWS;Azure;Cloud Computing;IoT;DevOps";;2024 3rd International Conference on Sentiment Analysis and Deep Learning (ICSADL);IEEE;
ieee;;IEEE Conferences;Industrial DevOps Soft: A New Framework for Enhancing Industry 4.0 Efficiency;"C. Benmhamed; M. Zemzami; F. Yalaoui; N. -Q. Nguyen; H. Reddad; M. A. El Gaamaze";2024;10.1109/CSDGAIS64098.2024.11064768;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11064768;In the context of Industry 4.0, integrating IoT, AI, and big data introduces complexity in industrial systems, often worsened by a lack of focus on management aspects, resulting in operational silos and inefficient decision-making. This paper presents the ‘Industrial DevOps Soft’ framework, structured in layers, which exploits DevOps methodologies into industrial environments to enhance collaboration between IT infrastructure and production systems. By promoting continuous automation, data-driven processes, and effective project execution through CI/CD pipelines and low-code platforms, the framework aims to streamline operations and enhance strategic decision-making. Ultimately, it provides a structured approach for organizations to achieve operational excellence and adapt to future shifts, including Industry 5.0.;"Industrial DevOps;DevOps;Industry 4.0;Cyber-physical systems;Framework;Productivity enhancement;Real-time monitoring;Automation;Continuous improvement";;2024 International Conference on Smart-Digital-Green Technologies and Artificial Intelligence Sciences (CSDGAIS);IEEE;
ieee;;IEEE Conferences;Optimizing DevOps Methodologies with the Integration of Artificial Intelligence;"M. S. Ali; D. Puri";2024;10.1109/INOCON60754.2024.10511490;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10511490;This research paper aims to explore the integration of artificial intelligence (AI) techniques in DevOps practices to enhance efficiency, automation, and decision-making capabilities. The paper provides a comprehensive review of existing literature on the subject and presents a case study illustrating the practical application of AI in a real-world DevOps environment. By analyzing the benefits, challenges, and potential ethical considerations, this study seeks to provide insights into how AI can be leveraged to optimize DevOps workflows. The paper provides a comprehensive review of existing literature on the subject and presents a case study illustrating the practical application of AI in a real-world DevOps environment. By analyzing the benefits, challenges, and potential ethical considerations, this study seeks to provide insights into how AI can be leveraged to optimize DevOps workflows.;"DevOps;Artificial Intelligence;Automation;AI-driven DevOps;CI/CD Pipelines;Infrastructure Provisioning";;2024 3rd International Conference for Innovation in Technology (INOCON);IEEE;
ieee;;IEEE Conferences;Empowering Kubernetes with Platform Engineering to Automate IoT Processing Workflows Orchestration at the Edge;"D. Tazzioli; A. Sabbioni; A. Bujari; L. Foschini";2024;10.1109/CAMAD62243.2024.10942956;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10942956;The proliferation of IoT devices provides access to an unprecedented amount of data coming from sensors and smart devices, characterized by high volumes and strong locality. The Edge Computing paradigm, by providing low-latency, privacy-aware, resilient, and distributed computational resources is considered a fundamental enabler for the processing of the massive data volume incoming from IoT devices. However, the heterogeneous and decentralized edge resource poses a significant barrier to seamless device integration and management. In this paper, we propose a Platform Engineering architecture that extends the Kubernetes control plane to simplify the orchestration and management of the processing workflow that produces data incoming from IoT devices. The proposed platform integrates management capabilities that address the complexity of provisioning het-erogeneous network, storage, and compute resources, enabling smart management of edge services.;"Platform Engineering;Edge;DevOps;CI/CD";;2024 IEEE 29th International Workshop on Computer Aided Modeling and Design of Communication Links and Networks (CAMAD);IEEE;
ieee;;IEEE Conferences;CI/CD Pipelines Evolution and Restructuring: A Qualitative and Quantitative Study;F. Zampetti, S. Geremia, G. Bavota and M. Di Penta;2021;10.1109/ICSME52107.2021.00048;https://ieeexplore.ieee.org/document/9609201;Continuous Integration and Delivery (CI/CD) pipelines entail the build process automation on dedicated machines, and have been demonstrated to produce several advantages including early defect discovery, increased productivity, and faster release cycles. The effectiveness of CI/CD may depend on the extent to which such pipelines are properly maintained to cope with the system and its underlying technology evolution, as well as to limit bad practices. This paper reports the results of a study combining a qualitative and quantitative evaluation on CI/CD pipeline restructuring actions. First, by manually analyzing and coding 615 pipeline configuration change commits, we have crafted a taxonomy of 34 CI/CD pipeline restructuring actions, either improving extra-functional properties or changing the pipeline's behavior. Based on such actions, we have developed a metric extractor for Travis-CI pipelines, which extracts 16 indicators of how a pipeline evolves. The analysis of the pipeline evolution for 4,644 projects using Travis-CI and developed in 8 programming languages shows how some pipeline components, such as jobs and steps tend to change more often than others, but also the Docker adoption by the projects increases over time.;;;;;
ieee;;IEEE Conferences;Framework for Integrating Threat Modeling into a DevOps Pipeline for Enhanced Software Development;"L. Nikolov; A. Aleksieva-Petrova";2024;10.23919/SoftCOM62040.2024.10721871;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10721871;In the realm of continuous integration and continuous deployment (CI/CD), safeguarding software systems is crucial. Integrating threat modeling into the DevOps pipeline ensures that security considerations are an integral part of the software development process, helping to prevent vulnerabilities from being introduced into production. This study outlines a detailed framework for embedding threat modeling into a Jenkins DevOps pipeline. The framework involves incorporating threat model results into a database and using this data to perform automated security scans. Three challenges are identified in integration of security in DevOps pipeline and discussed against the proposed framework.;"DevOps;DevSecOps;threat modeling;Jenkins;pipeline";;2024 International Conference on Software, Telecommunications and Computer Networks (SoftCOM);IEEE;
ieee;;IEEE Conferences;SE-DO: Navigating the 6G Frontier with Scalable and Efficient DevOps for Intelligent Agents Optimization;"P. M. Tshakwanda; H. Kumar; S. T. Arzo; M. Devetsikiotis";2024;10.1109/CCWC60891.2024.10427717;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10427717;In the imminent era of 6G dominance and the expanding realm of interconnected IoT devices, ensuring seamless connectivity is vital. This paper introduces the Scalable and Efficient DevOps (SE-DO) methodology—a scalable multi-agent system designed for next-gen networks. SE-DO’s avant-garde architecture dynamically integrates new agents, mirroring evolving IoT ecosystems. Two sets of agents manage vast IoT data in urban matrices: extraction agents collect, and preprocessing agents refine for computational tasks. Anticipating 6G’s prowess, training agents optimize machine learning models for real-time traffic analytics. Augmented by predictor agents, SE-DO prioritizes accuracy, efficiency, and security, validated empirically. SE-DO’s adaptability ensures scalable proficiency amid IoT integrations, facilitating a smooth transition to the 6G era. Addressing IoT challenges, SE-DO, rooted in a robust multi-agent system, optimizes agent performance in resource-constrained environments. Real-world experiments highlight SE-DO’s high accuracy and efficiency, making it pivotal for future network optimization. Access SE-DO’s future on GitHub—where innovation meets accessibility. As next-gen networks demand reliable solutions, SE-DO emerges as an indispensable tool for navigating emergent network paradigms.;"Software-Defined Networking;Microservices;Intelligent Agent;Docker Container;DevOps;5G;6G";;2024 IEEE 14th Annual Computing and Communication Workshop and Conference (CCWC);IEEE;
ieee;;IEEE Conferences;An OAuth based authentication mechanism for IoT networks;S. Emerson, Y. -K. Choi, D. -Y. Hwang, K. -S. Kim and K. -H. Kim,;2016;10.1109/ICTC.2015.7354740;https://ieeexplore.ieee.org/document/7354740;Internet of things (IoT) has rapidly become one of the most familiar and perhaps most discussed topic on the research field. The attention for the Internet of Things is mainly due to the new connected products intended to bring greater efficiencies and simplicity to life. Variety of IoT applications lead to equally wide variety of security issues. In this paper, we propose an approach to provide secure authentication mechanism for an IoT network which consists of various kinds of constrained devices using a security manager. This proposed approach protects IoT network from unauthenticated users with security manager using OAuth 2.0 protocol. Moreover, this approach provides flexibility in managing IoT networks. The security manager provides authentication service for multiple IoT networks, which can also help to reduce the cost overhead to maintain secure database in IoT networks.;;;;;
